0022301134,1610612738,Boston Celtics,124.0,107.0,17.0,0.694,2.62,24.3,100.0,0.655,0.669
0022301134,1610612757,Portland Trail Blazers,107.0,124.0,-17.0,0.65,1.73,17.5,100.0,0.461,0.497
0022301143,1610612747,Los Angeles Lakers,113.6,123.3,-9.7,0.692,1.8,19.3,103.0,0.53,0.596
0022301143,1610612750,Minnesota Timberwolves,123.3,113.6,9.7,0.58,1.81,19.6,103.0,0.593,0.616
0022301132,1610612746,LA Clippers,120.0,118.0,2.0,0.634,1.63,19.0,100.0,0.571,0.635
0022301132,1610612739,Cleveland Cavaliers,118.0,120.0,-2.0,0.643,2.45,19.6,100.0,0.54,0.591
0022301142,1610612744,Golden State Warriors,122.9,114.6,8.3,0.653,2.0,22.4,96.0,0.609,0.623
0022301142,1610612762,Utah Jazz,114.6,122.9,-8.3,0.538,1.91,16.9,96.0,0.56,0.596
0022301133,1610612754,Indiana Pacers,121.9,121.1,0.8,0.614,3.86,20.9,96.0,0.564,0.614
0022301133,1610612748,Miami Heat,121.1,121.9,-0.8,0.538,3.0,16.7,95.0,0.512,0.586
0022301131,1610612742,Dallas Mavericks,131.3,120.4,10.9,0.457,1.24,14.7,112.0,0.629,0.701
0022301131,1610612745,Houston Rockets,120.4,131.3,-10.9,0.674,2.82,20.6,113.0,0.586,0.627
0022301139,1610612749,Milwaukee Bucks,117.2,132.6,-15.4,0.771,1.93,20.8,93.0,0.547,0.612
0022301139,1610612752,New York Knicks,132.6,117.2,15.4,0.556,3.57,18.7,92.0,0.565,0.6
0022301137,1610612761,Toronto Raptors,118.2,111.9,6.3,0.673,2.36,21.2,110.0,0.568,0.6
0022301137,1610612764,Washington Wizards,111.9,118.2,-6.3,0.69,1.93,19.8,109.0,0.562,0.597
0022301138,1610612756,Phoenix Suns,107.1,115.3,-8.2,0.769,1.88,21.6,98.0,0.529,0.564
0022301138,1610612740,New Orleans Pelicans,115.3,107.1,8.2,0.65,1.86,19.5,98.0,0.565,0.605
0022301141,1610612751,Brooklyn Nets,77.0,108.1,-31.1,0.567,1.0,13.5,100.0,0.39,0.42
0022301141,1610612758,Sacramento Kings,108.1,77.0,31.1,0.775,3.44,22.0,99.0,0.505,0.529
0022301128,1610612751,Brooklyn Nets,117.7,108.4,9.3,0.526,1.11,15.9,96.0,0.596,0.646
0022301128,1610612765,Detroit Pistons,108.4,117.7,-9.3,0.595,2.5,19.4,95.0,0.549,0.549
0022301129,1610612763,Memphis Grizzlies,96.0,117.2,-21.2,0.583,1.11,15.4,100.0,0.466,0.499
